zone_id,bn_prob,eta_min,severity,action,scored_at
dock-b,0.389,,normal,,1772553881664
stage-in,0.253,,normal,,1772553881664
aisle-1-4,0.394,,normal,,1772553881664
aisle-5-8,0.546,14.3,elevated,,1772553881664
aisle-9-12,0.612,12.7,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553881664
pick-a,0.347,,normal,,1772553881664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553881664
pack,0.242,,normal,,1772553881664
stage-out,0.533,14.7,elevated,,1772553881664
dock-c,0.252,,normal,,1772553881664
dock-d,0.268,,normal,,1772553881664
dock-a,0.257,,normal,,1772553885664
dock-b,0.392,,normal,,1772553885664
stage-in,0.189,,normal,,1772553885664
aisle-1-4,0.337,,normal,,1772553885664
aisle-5-8,0.481,16.0,normal,,1772553885664
aisle-9-12,0.595,13.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553885664
pick-a,0.372,,normal,,1772553885664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553885664
pack,0.188,,normal,,1772553885664
stage-out,0.525,14.9,elevated,,1772553885664
dock-c,0.216,,normal,,1772553885664
dock-d,0.222,,normal,,1772553885664
dock-a,0.189,,normal,,1772553889664
dock-b,0.39,,normal,,1772553889664
stage-in,0.127,,normal,,1772553889664
aisle-1-4,0.367,,normal,,1772553889664
aisle-5-8,0.414,,normal,,1772553889664
aisle-9-12,0.588,13.3,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553889664
pick-a,0.274,,normal,,1772553889664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553889664
pack,0.242,,normal,,1772553889664
stage-out,0.542,14.4,elevated,,1772553889664
dock-c,0.199,,normal,,1772553889664
dock-d,0.256,,normal,,1772553889664
dock-a,0.196,,normal,,1772553893664
dock-b,0.349,,normal,,1772553893664
stage-in,0.122,,normal,,1772553893664
aisle-1-4,0.357,,normal,,1772553893664
aisle-5-8,0.349,,normal,,1772553893664
aisle-9-12,0.584,13.4,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553893664
pick-a,0.284,,normal,,1772553893664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553893664
pack,0.262,,normal,,1772553893664
stage-out,0.544,14.4,elevated,,1772553893664
dock-c,0.189,,normal,,1772553893664
dock-d,0.306,,normal,,1772553893664
dock-a,0.308,,normal,,1772553897664
dock-b,0.411,,normal,,1772553897664
stage-in,0.193,,normal,,1772553897664
aisle-1-4,0.325,,normal,,1772553897664
aisle-5-8,0.341,,normal,,1772553897664
aisle-9-12,0.605,12.9,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553897664
pick-a,0.279,,normal,,1772553897664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553897664
pack,0.214,,normal,,1772553897664
stage-out,0.5,15.5,elevated,,1772553897664
dock-c,0.116,,normal,,1772553897664
dock-d,0.265,,normal,,1772553897664
dock-a,0.357,,normal,,1772553901664
dock-b,0.401,,normal,,1772553901664
stage-in,0.155,,normal,,1772553901664
aisle-1-4,0.34,,normal,,1772553901664
aisle-5-8,0.317,,normal,,1772553901664
aisle-9-12,0.522,14.9,elevated,,1772553901664
pick-a,0.282,,normal,,1772553901664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553901664
pack,0.202,,normal,,1772553901664
stage-out,0.566,13.9,elevated,"{""add_workers"": 2, ""add_robots"": 0, ""from_zone"": ""auto""}",1772553901664
dock-c,0.118,,normal,,1772553901664
dock-d,0.24,,normal,,1772553901664
dock-a,0.291,,normal,,1772553905664
dock-b,0.453,16.7,normal,,1772553905664
stage-in,0.199,,normal,,1772553905664
aisle-1-4,0.413,,normal,,1772553905664
aisle-5-8,0.295,,normal,,1772553905664
aisle-9-12,0.529,14.8,elevated,,1772553905664
pick-a,0.336,,normal,,1772553905664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553905664
pack,0.175,,normal,,1772553905664
stage-out,0.418,,normal,,1772553905664
dock-c,0.221,,normal,,1772553905664
dock-d,0.261,,normal,,1772553905664
dock-a,0.366,,normal,,1772553909664
dock-b,0.4,,normal,,1772553909664
stage-in,0.14,,normal,,1772553909664
aisle-1-4,0.37,,normal,,1772553909664
aisle-5-8,0.296,,normal,,1772553909664
aisle-9-12,0.564,13.9,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553909664
pick-a,0.328,,normal,,1772553909664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553909664
pack,0.126,,normal,,1772553909664
stage-out,0.464,16.4,normal,,1772553909664
dock-c,0.124,,normal,,1772553909664
dock-d,0.287,,normal,,1772553909664
dock-a,0.361,,normal,,1772553913664
dock-b,0.43,,normal,,1772553913664
stage-in,0.145,,normal,,1772553913664
aisle-1-4,0.374,,normal,,1772553913664
aisle-5-8,0.299,,normal,,1772553913664
aisle-9-12,0.62,12.5,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553913664
pick-a,0.35,,normal,,1772553913664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553913664
pack,0.152,,normal,,1772553913664
stage-out,0.508,15.3,elevated,,1772553913664
dock-c,0.163,,normal,,1772553913664
dock-d,0.265,,normal,,1772553913664
dock-a,0.366,,normal,,1772553917664
dock-b,0.469,16.3,normal,,1772553917664
stage-in,0.126,,normal,,1772553917664
aisle-1-4,0.369,,normal,,1772553917664
aisle-5-8,0.266,,normal,,1772553917664
aisle-9-12,0.616,12.6,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553917664
pick-a,0.371,,normal,,1772553917664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553917664
pack,0.148,,normal,,1772553917664
stage-out,0.494,15.7,normal,,1772553917664
dock-c,0.199,,normal,,1772553917664
dock-d,0.235,,normal,,1772553917664
dock-a,0.405,,normal,,1772553921664
dock-b,0.451,16.7,normal,,1772553921664
stage-in,0.15,,normal,,1772553921664
aisle-1-4,0.328,,normal,,1772553921664
aisle-5-8,0.292,,normal,,1772553921664
aisle-9-12,0.572,13.7,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553921664
pick-a,0.444,,normal,,1772553921664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553921664
pack,0.194,,normal,,1772553921664
stage-out,0.545,14.4,elevated,,1772553921664
dock-c,0.206,,normal,,1772553921664
dock-d,0.246,,normal,,1772553921664
dock-a,0.342,,normal,,1772553925664
dock-b,0.359,,normal,,1772553925664
stage-in,0.106,,normal,,1772553925664
aisle-1-4,0.408,,normal,,1772553925664
aisle-5-8,0.358,,normal,,1772553925664
aisle-9-12,0.538,14.5,elevated,,1772553925664
pick-a,0.433,,normal,,1772553925664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553925664
pack,0.132,,normal,,1772553925664
stage-out,0.509,15.3,elevated,,1772553925664
dock-c,0.207,,normal,,1772553925664
dock-d,0.275,,normal,,1772553925664
dock-a,0.424,,normal,,1772553929664
dock-b,0.435,,normal,,1772553929664
stage-in,0.187,,normal,,1772553929664
aisle-1-4,0.38,,normal,,1772553929664
aisle-5-8,0.309,,normal,,1772553929664
aisle-9-12,0.496,15.6,normal,,1772553929664
pick-a,0.433,,normal,,1772553929664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553929664
pack,0.148,,normal,,1772553929664
stage-out,0.424,,normal,,1772553929664
dock-c,0.319,,normal,,1772553929664
dock-d,0.309,,normal,,1772553929664
dock-a,0.405,,normal,,1772553933664
dock-b,0.375,,normal,,1772553933664
stage-in,0.256,,normal,,1772553933664
aisle-1-4,0.436,,normal,,1772553933664
aisle-5-8,0.311,,normal,,1772553933664
aisle-9-12,0.434,,normal,,1772553933664
pick-a,0.463,16.4,normal,,1772553933664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553933664
pack,0.193,,normal,,1772553933664
stage-out,0.459,16.5,normal,,1772553933664
dock-c,0.285,,normal,,1772553933664
dock-d,0.285,,normal,,1772553933664
dock-a,0.46,16.5,normal,,1772553937664
dock-b,0.435,,normal,,1772553937664
stage-in,0.257,,normal,,1772553937664
aisle-1-4,0.481,16.0,normal,,1772553937664
aisle-5-8,0.435,,normal,,1772553937664
aisle-9-12,0.573,13.7,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553937664
pick-a,0.399,,normal,,1772553937664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553937664
pack,0.185,,normal,,1772553937664
stage-out,0.402,,normal,,1772553937664
dock-c,0.332,,normal,,1772553937664
dock-d,0.309,,normal,,1772553937664
dock-a,0.436,,normal,,1772553941664
dock-b,0.403,,normal,,1772553941664
stage-in,0.225,,normal,,1772553941664
aisle-1-4,0.398,,normal,,1772553941664
aisle-5-8,0.396,,normal,,1772553941664
aisle-9-12,0.53,14.8,elevated,,1772553941664
pick-a,0.391,,normal,,1772553941664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553941664
pack,0.166,,normal,,1772553941664
stage-out,0.395,,normal,,1772553941664
dock-c,0.32,,normal,,1772553941664
dock-d,0.341,,normal,,1772553941664
dock-a,0.432,,normal,,1772553945664
dock-b,0.378,,normal,,1772553945664
stage-in,0.237,,normal,,1772553945664
aisle-1-4,0.42,,normal,,1772553945664
aisle-5-8,0.434,,normal,,1772553945664
aisle-9-12,0.669,11.3,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553945664
pick-a,0.393,,normal,,1772553945664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553945664
pack,0.147,,normal,,1772553945664
stage-out,0.347,,normal,,1772553945664
dock-c,0.272,,normal,,1772553945664
dock-d,0.417,,normal,,1772553945664
dock-a,0.468,16.3,normal,,1772553949664
dock-b,0.397,,normal,,1772553949664
stage-in,0.235,,normal,,1772553949664
aisle-1-4,0.392,,normal,,1772553949664
aisle-5-8,0.426,,normal,,1772553949664
aisle-9-12,0.56,14.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553949664
pick-a,0.343,,normal,,1772553949664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553949664
pack,0.192,,normal,,1772553949664
stage-out,0.382,,normal,,1772553949664
dock-c,0.294,,normal,,1772553949664
dock-d,0.334,,normal,,1772553949664
dock-a,0.422,,normal,,1772553953664
dock-b,0.329,,normal,,1772553953664
stage-in,0.242,,normal,,1772553953664
aisle-1-4,0.421,,normal,,1772553953664
aisle-5-8,0.442,,normal,,1772553953664
aisle-9-12,0.45,,normal,,1772553953664
pick-a,0.327,,normal,,1772553953664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553953664
pack,0.239,,normal,,1772553953664
stage-out,0.458,16.6,normal,,1772553953664
dock-c,0.358,,normal,,1772553953664
dock-d,0.38,,normal,,1772553953664
dock-a,0.463,16.4,normal,,1772553957664
dock-b,0.339,,normal,,1772553957664
stage-in,0.141,,normal,,1772553957664
aisle-1-4,0.406,,normal,,1772553957664
aisle-5-8,0.472,16.2,normal,,1772553957664
aisle-9-12,0.435,,normal,,1772553957664
pick-a,0.354,,normal,,1772553957664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553957664
pack,0.199,,normal,,1772553957664
stage-out,0.441,,normal,,1772553957664
dock-c,0.343,,normal,,1772553957664
dock-d,0.35,,normal,,1772553957664
dock-a,0.462,16.5,normal,,1772553961664
dock-b,0.423,,normal,,1772553961664
stage-in,0.18,,normal,,1772553961664
aisle-1-4,0.401,,normal,,1772553961664
aisle-5-8,0.494,15.7,normal,,1772553961664
aisle-9-12,0.446,,normal,,1772553961664
pick-a,0.35,,normal,,1772553961664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553961664
pack,0.256,,normal,,1772553961664
stage-out,0.451,16.7,normal,,1772553961664
dock-c,0.234,,normal,,1772553961664
dock-d,0.348,,normal,,1772553961664
dock-a,0.365,,normal,,1772553965664
dock-b,0.433,,normal,,1772553965664
stage-in,0.178,,normal,,1772553965664
aisle-1-4,0.413,,normal,,1772553965664
aisle-5-8,0.507,15.3,elevated,,1772553965664
aisle-9-12,0.387,,normal,,1772553965664
pick-a,0.329,,normal,,1772553965664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553965664
pack,0.177,,normal,,1772553965664
stage-out,0.436,,normal,,1772553965664
dock-c,0.246,,normal,,1772553965664
dock-d,0.394,,normal,,1772553965664
dock-a,0.438,,normal,,1772553969664
dock-b,0.409,,normal,,1772553969664
stage-in,0.261,,normal,,1772553969664
aisle-1-4,0.386,,normal,,1772553969664
aisle-5-8,0.47,16.2,normal,,1772553969664
aisle-9-12,0.34,,normal,,1772553969664
pick-a,0.354,,normal,,1772553969664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553969664
pack,0.175,,normal,,1772553969664
stage-out,0.388,,normal,,1772553969664
dock-c,0.336,,normal,,1772553969664
dock-d,0.464,16.4,normal,,1772553969664
dock-a,0.374,,normal,,1772553973664
dock-b,0.405,,normal,,1772553973664
stage-in,0.275,,normal,,1772553973664
aisle-1-4,0.414,,normal,,1772553973664
aisle-5-8,0.483,15.9,normal,,1772553973664
aisle-9-12,0.276,,normal,,1772553973664
pick-a,0.351,,normal,,1772553973664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553973664
pack,0.138,,normal,,1772553973664
stage-out,0.394,,normal,,1772553973664
dock-c,0.292,,normal,,1772553973664
dock-d,0.444,,normal,,1772553973664
dock-a,0.284,,normal,,1772553977664
dock-b,0.427,,normal,,1772553977664
stage-in,0.258,,normal,,1772553977664
aisle-1-4,0.355,,normal,,1772553977664
aisle-5-8,0.522,14.9,elevated,,1772553977664
aisle-9-12,0.213,,normal,,1772553977664
pick-a,0.367,,normal,,1772553977664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553977664
pack,0.112,,normal,,1772553977664
stage-out,0.39,,normal,,1772553977664
dock-c,0.251,,normal,,1772553977664
dock-d,0.354,,normal,,1772553977664
dock-a,0.318,,normal,,1772553981664
dock-b,0.363,,normal,,1772553981664
stage-in,0.254,,normal,,1772553981664
aisle-1-4,0.414,,normal,,1772553981664
aisle-5-8,0.617,12.6,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553981664
aisle-9-12,0.286,,normal,,1772553981664
pick-a,0.378,,normal,,1772553981664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553981664
pack,0.098,,normal,,1772553981664
stage-out,0.329,,normal,,1772553981664
dock-c,0.285,,normal,,1772553981664
dock-d,0.346,,normal,,1772553981664
dock-a,0.303,,normal,,1772553985664
dock-b,0.348,,normal,,1772553985664
stage-in,0.287,,normal,,1772553985664
aisle-1-4,0.411,,normal,,1772553985664
aisle-5-8,0.56,14.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553985664
aisle-9-12,0.23,,normal,,1772553985664
pick-a,0.431,,normal,,1772553985664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553985664
pack,0.115,,normal,,1772553985664
stage-out,0.363,,normal,,1772553985664
dock-c,0.219,,normal,,1772553985664
dock-d,0.312,,normal,,1772553985664
dock-a,0.286,,normal,,1772553989664
dock-b,0.333,,normal,,1772553989664
stage-in,0.356,,normal,,1772553989664
aisle-1-4,0.43,,normal,,1772553989664
aisle-5-8,0.646,11.8,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553989664
aisle-9-12,0.209,,normal,,1772553989664
pick-a,0.431,,normal,,1772553989664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553989664
pack,0.17,,normal,,1772553989664
stage-out,0.357,,normal,,1772553989664
dock-c,0.254,,normal,,1772553989664
dock-d,0.298,,normal,,1772553989664
dock-a,0.303,,normal,,1772553993664
dock-b,0.278,,normal,,1772553993664
stage-in,0.278,,normal,,1772553993664
aisle-1-4,0.444,,normal,,1772553993664
aisle-5-8,0.67,11.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553993664
aisle-9-12,0.166,,normal,,1772553993664
pick-a,0.448,,normal,,1772553993664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553993664
pack,0.177,,normal,,1772553993664
stage-out,0.307,,normal,,1772553993664
dock-c,0.31,,normal,,1772553993664
dock-d,0.308,,normal,,1772553993664
dock-a,0.188,,normal,,1772553997664
dock-b,0.288,,normal,,1772553997664
stage-in,0.226,,normal,,1772553997664
aisle-1-4,0.423,,normal,,1772553997664
aisle-5-8,0.631,12.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553997664
aisle-9-12,0.215,,normal,,1772553997664
pick-a,0.434,,normal,,1772553997664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553997664
pack,0.207,,normal,,1772553997664
stage-out,0.311,,normal,,1772553997664
dock-c,0.231,,normal,,1772553997664
dock-d,0.313,,normal,,1772553997664
dock-a,0.181,,normal,,1772554001664
dock-b,0.35,,normal,,1772554001664
stage-in,0.22,,normal,,1772554001664
aisle-1-4,0.426,,normal,,1772554001664
aisle-5-8,0.598,13.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554001664
aisle-9-12,0.162,,normal,,1772554001664
pick-a,0.404,,normal,,1772554001664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554001664
pack,0.228,,normal,,1772554001664
stage-out,0.282,,normal,,1772554001664
dock-c,0.226,,normal,,1772554001664
dock-d,0.331,,normal,,1772554001664
dock-a,0.253,,normal,,1772554005664
dock-b,0.331,,normal,,1772554005664
stage-in,0.145,,normal,,1772554005664
aisle-1-4,0.443,,normal,,1772554005664
aisle-5-8,0.604,12.9,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554005664
aisle-9-12,0.169,,normal,,1772554005664
pick-a,0.428,,normal,,1772554005664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554005664
pack,0.244,,normal,,1772554005664
stage-out,0.297,,normal,,1772554005664
dock-c,0.192,,normal,,1772554005664
dock-d,0.377,,normal,,1772554005664
dock-a,0.251,,normal,,1772554009664
dock-b,0.355,,normal,,1772554009664
stage-in,0.131,,normal,,1772554009664
aisle-1-4,0.399,,normal,,1772554009664
aisle-5-8,0.66,11.5,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554009664
aisle-9-12,0.235,,normal,,1772554009664
pick-a,0.385,,normal,,1772554009664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554009664
pack,0.147,,normal,,1772554009664
stage-out,0.269,,normal,,1772554009664
dock-c,0.177,,normal,,1772554009664
dock-d,0.365,,normal,,1772554009664
dock-a,0.222,,normal,,1772554013664
dock-b,0.335,,normal,,1772554013664
stage-in,0.165,,normal,,1772554013664
aisle-1-4,0.377,,normal,,1772554013664
aisle-5-8,0.58,13.5,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554013664
aisle-9-12,0.218,,normal,,1772554013664
pick-a,0.381,,normal,,1772554013664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554013664
pack,0.141,,normal,,1772554013664
stage-out,0.294,,normal,,1772554013664
dock-c,0.171,,normal,,1772554013664
dock-d,0.365,,normal,,1772554013664
dock-a,0.249,,normal,,1772554017664
dock-b,0.366,,normal,,1772554017664
stage-in,0.122,,normal,,1772554017664
aisle-1-4,0.415,,normal,,1772554017664
aisle-5-8,0.632,12.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554017664
aisle-9-12,0.301,,normal,,1772554017664
pick-a,0.321,,normal,,1772554017664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554017664
pack,0.116,,normal,,1772554017664
stage-out,0.263,,normal,,1772554017664
dock-c,0.211,,normal,,1772554017664
dock-d,0.355,,normal,,1772554017664
dock-a,0.262,,normal,,1772554021664
dock-b,0.388,,normal,,1772554021664
stage-in,0.18,,normal,,1772554021664
aisle-1-4,0.4,,normal,,1772554021664
aisle-5-8,0.531,14.7,elevated,,1772554021664
aisle-9-12,0.329,,normal,,1772554021664
pick-a,0.347,,normal,,1772554021664
pick-b,0.98,3.5,critical,"{""add_workers"": 3, ""add_robots"": 1, ""from_zone"": ""auto""}",1772554021664
