zone_id,throughput,utilization,queue,workers,robots,timestamp
dock-a,129,74.0,6,3,0,1772553735664
dock-b,130,59.8,15,6,0,1772553735664
stage-in,130,31.1,2,4,0,1772553735664
aisle-1-4,130,74.5,21,8,0,1772553735664
aisle-5-8,123,34.2,24,2,4,1772553735664
aisle-9-12,118,58.0,26,2,5,1772553735664
pick-a,121,44.2,6,5,0,1772553735664
pick-b,130,63.2,27,2,5,1772553735664
pack,130,47.0,30,5,0,1772553735664
stage-out,125,45.2,13,3,0,1772553735664
dock-c,130,57.1,18,8,0,1772553735664
dock-d,130,71.1,29,5,0,1772553735664
dock-a,130,74.9,8,3,0,1772553737664
dock-b,128,60.7,18,6,0,1772553737664
stage-in,130,30,2,4,0,1772553737664
aisle-1-4,130,74.2,21,8,0,1772553737664
aisle-5-8,122,36.0,26,2,4,1772553737664
aisle-9-12,120,58.2,23,2,5,1772553737664
pick-a,122,44.0,3,5,0,1772553737664
pick-b,130,61.9,27,2,5,1772553737664
pack,130,46.6,30,5,0,1772553737664
stage-out,130,47.1,11,3,0,1772553737664
dock-c,129,58.2,16,8,0,1772553737664
dock-d,129,69.4,28,5,0,1772553737664
dock-a,130,75.8,8,3,0,1772553739664
dock-b,130,62.5,20,6,0,1772553739664
stage-in,129,31.3,3,4,0,1772553739664
aisle-1-4,130,74.4,22,8,0,1772553739664
aisle-5-8,118,37.2,28,2,4,1772553739664
aisle-9-12,124,57.4,25,2,5,1772553739664
pick-a,121,44.0,2,5,0,1772553739664
pick-b,130,61.4,26,2,5,1772553739664
pack,130,46.2,30,5,0,1772553739664
stage-out,130,48.7,9,3,0,1772553739664
dock-c,127,56.9,13,8,0,1772553739664
dock-d,127,68.5,27,5,0,1772553739664
dock-a,130,74.6,10,3,0,1772553741664
dock-b,128,62.8,17,6,0,1772553741664
stage-in,128,30,1,4,0,1772553741664
aisle-1-4,130,72.8,21,8,0,1772553741664
aisle-5-8,117,38.6,30,2,4,1772553741664
aisle-9-12,120,56.8,24,2,5,1772553741664
pick-a,125,44.4,5,5,0,1772553741664
pick-b,128,61.2,27,2,5,1772553741664
pack,129,47.2,27,5,0,1772553741664
stage-out,130,50.1,9,3,0,1772553741664
dock-c,129,56.3,12,8,0,1772553741664
dock-d,129,69.8,29,5,0,1772553741664
dock-a,129,74.7,12,3,0,1772553743664
dock-b,130,61.5,15,6,0,1772553743664
stage-in,130,30,0,4,0,1772553743664
aisle-1-4,130,72.3,19,8,0,1772553743664
aisle-5-8,114,38.0,30,2,4,1772553743664
aisle-9-12,123,55.2,24,2,5,1772553743664
pick-a,128,44.1,4,5,0,1772553743664
pick-b,130,63.1,25,2,5,1772553743664
pack,125,48.7,26,5,0,1772553743664
stage-out,130,50.9,6,3,0,1772553743664
dock-c,130,55.4,12,8,0,1772553743664
dock-d,130,69.8,30,5,0,1772553743664
dock-a,130,75.9,9,3,0,1772553745664
dock-b,126,60.5,18,6,0,1772553745664
stage-in,130,30.5,3,4,0,1772553745664
aisle-1-4,128,72.0,18,8,0,1772553745664
aisle-5-8,117,38.1,30,2,4,1772553745664
aisle-9-12,126,54.8,26,2,5,1772553745664
pick-a,130,44.6,2,5,0,1772553745664
pick-b,130,62.7,26,2,5,1772553745664
pack,129,49.9,27,5,0,1772553745664
stage-out,128,51.1,3,3,0,1772553745664
dock-c,130,55.2,9,8,0,1772553745664
dock-d,130,70.3,30,5,0,1772553745664
dock-a,130,74.5,6,3,0,1772553747664
dock-b,127,60.1,21,6,0,1772553747664
stage-in,130,30.5,3,4,0,1772553747664
aisle-1-4,130,70.0,16,8,0,1772553747664
aisle-5-8,119,37.0,30,2,4,1772553747664
aisle-9-12,123,56.5,25,2,5,1772553747664
pick-a,127,45.5,4,5,0,1772553747664
pick-b,129,62.3,23,2,5,1772553747664
pack,130,49.7,25,5,0,1772553747664
stage-out,130,49.1,4,3,0,1772553747664
dock-c,129,54.6,9,8,0,1772553747664
dock-d,130,69.4,27,5,0,1772553747664
dock-a,130,72.5,9,3,0,1772553749664
dock-b,130,60.0,18,6,0,1772553749664
stage-in,130,30,6,4,0,1772553749664
aisle-1-4,130,71.5,15,8,0,1772553749664
aisle-5-8,123,38.7,29,2,4,1772553749664
aisle-9-12,125,57.8,24,2,5,1772553749664
pick-a,130,47.3,3,5,0,1772553749664
pick-b,130,63.9,23,2,5,1772553749664
pack,130,49.4,24,5,0,1772553749664
stage-out,127,48.4,3,3,0,1772553749664
dock-c,130,52.7,12,8,0,1772553749664
dock-d,130,69.9,28,5,0,1772553749664
dock-a,126,73.9,9,3,0,1772553751664
dock-b,130,60.3,17,6,0,1772553751664
stage-in,130,30.5,6,4,0,1772553751664
aisle-1-4,130,73.2,13,8,0,1772553751664
aisle-5-8,127,38.9,26,2,4,1772553751664
aisle-9-12,129,58.6,23,2,5,1772553751664
pick-a,126,48.5,4,5,0,1772553751664
pick-b,130,63.5,21,2,5,1772553751664
pack,130,48.6,23,5,0,1772553751664
stage-out,128,47.3,5,3,0,1772553751664
dock-c,128,53.9,12,8,0,1772553751664
dock-d,130,69.0,25,5,0,1772553751664
dock-a,127,72.2,9,3,0,1772553753664
dock-b,130,61.8,14,6,0,1772553753664
stage-in,130,31.9,5,4,0,1772553753664
aisle-1-4,130,72.9,11,8,0,1772553753664
aisle-5-8,124,39.5,26,2,4,1772553753664
aisle-9-12,129,57.4,25,2,5,1772553753664
pick-a,130,50.0,6,5,0,1772553753664
pick-b,128,65.4,23,2,5,1772553753664
pack,130,50.3,23,5,0,1772553753664
stage-out,128,45.5,6,3,0,1772553753664
dock-c,127,52.5,14,8,0,1772553753664
dock-d,128,68.7,27,5,0,1772553753664
dock-a,128,73.4,8,3,0,1772553755664
dock-b,128,60.1,13,6,0,1772553755664
stage-in,130,31.0,6,4,0,1772553755664
aisle-1-4,127,72.7,12,8,0,1772553755664
aisle-5-8,129,40.5,28,2,4,1772553755664
aisle-9-12,130,56.8,22,2,5,1772553755664
pick-a,130,49.6,3,5,0,1772553755664
pick-b,130,64.9,24,2,5,1772553755664
pack,130,48.8,20,5,0,1772553755664
stage-out,130,43.6,8,3,0,1772553755664
dock-c,123,50.9,15,8,0,1772553755664
dock-d,130,70.2,26,5,0,1772553755664
dock-a,130,74.2,11,3,0,1772553757664
dock-b,130,61.8,13,6,0,1772553757664
stage-in,127,31.1,9,3,0,1772553757664
aisle-1-4,130,71.1,14,8,0,1772553757664
aisle-5-8,130,38.6,25,3,5,1772553757664
aisle-9-12,128,58.4,22,3,5,1772553757664
pick-a,126,51.4,6,5,0,1772553757664
pick-b,50,75,27,2,5,1772553757664
pack,127,50.8,21,5,0,1772553757664
stage-out,127,43.1,9,3,0,1772553757664
dock-c,121,49.1,13,8,0,1772553757664
dock-d,130,70.2,23,5,0,1772553757664
dock-a,130,72.5,8,3,0,1772553759664
dock-b,126,62.0,14,6,0,1772553759664
stage-in,125,32.9,12,3,0,1772553759664
aisle-1-4,130,69.7,13,8,0,1772553759664
aisle-5-8,130,38.1,27,3,5,1772553759664
aisle-9-12,130,58.8,22,3,5,1772553759664
pick-a,130,52.0,4,5,0,1772553759664
pick-b,49,75.9,31,2,5,1772553759664
pack,123,51.3,23,5,0,1772553759664
stage-out,127,43.3,7,3,0,1772553759664
dock-c,121,47.1,16,8,0,1772553759664
dock-d,130,72.1,23,5,0,1772553759664
dock-a,130,73.4,11,3,0,1772553761664
dock-b,127,61.8,16,6,0,1772553761664
stage-in,124,34.3,11,3,0,1772553761664
aisle-1-4,130,68.5,11,8,0,1772553761664
aisle-5-8,127,37.5,24,3,5,1772553761664
aisle-9-12,130,59.3,21,3,5,1772553761664
pick-a,130,50.2,2,5,0,1772553761664
pick-b,46,76.9,34,2,5,1772553761664
pack,121,51.5,26,5,0,1772553761664
stage-out,129,43.1,9,3,0,1772553761664
dock-c,119,48.1,16,8,0,1772553761664
dock-d,130,73.9,26,5,0,1772553761664
dock-a,130,74.5,10,3,0,1772553763664
dock-b,124,63.1,19,6,0,1772553763664
stage-in,120,32.6,12,3,0,1772553763664
aisle-1-4,129,69.3,10,8,0,1772553763664
aisle-5-8,130,39.3,21,3,5,1772553763664
aisle-9-12,130,59.9,24,3,5,1772553763664
pick-a,127,52.0,3,5,0,1772553763664
pick-b,44,78.5,34,2,5,1772553763664
pack,125,51.9,23,5,0,1772553763664
stage-out,130,44.7,9,3,0,1772553763664
dock-c,122,48.6,17,8,0,1772553763664
dock-d,130,73.2,23,5,0,1772553763664
dock-a,130,76.0,9,3,0,1772553765664
dock-b,122,63.2,18,6,0,1772553765664
stage-in,121,31.7,9,3,0,1772553765664
aisle-1-4,130,68.4,13,8,0,1772553765664
aisle-5-8,130,39.2,21,3,5,1772553765664
aisle-9-12,130,60.0,24,3,5,1772553765664
pick-a,130,53.5,4,5,0,1772553765664
pick-b,39,79.3,35,2,5,1772553765664
pack,129,51.1,20,5,0,1772553765664
stage-out,130,44.0,6,3,0,1772553765664
dock-c,118,46.6,20,8,0,1772553765664
dock-d,130,74.0,24,5,0,1772553765664
dock-a,130,76.4,7,3,0,1772553767664
dock-b,123,62.3,19,6,0,1772553767664
stage-in,125,32.0,7,3,0,1772553767664
aisle-1-4,126,69.9,14,8,0,1772553767664
aisle-5-8,130,39.6,21,3,5,1772553767664
aisle-9-12,130,60.4,23,3,5,1772553767664
pick-a,128,52.4,4,5,0,1772553767664
pick-b,36,80.4,37,2,5,1772553767664
pack,128,50.9,22,5,0,1772553767664
stage-out,130,45.4,3,3,0,1772553767664
dock-c,119,48.4,20,8,0,1772553767664
dock-d,130,74.3,22,5,0,1772553767664
dock-a,130,77.1,5,3,0,1772553769664
dock-b,127,62.2,22,6,0,1772553769664
stage-in,127,30.5,4,3,0,1772553769664
aisle-1-4,129,69.9,12,8,0,1772553769664
aisle-5-8,130,41.4,23,3,5,1772553769664
aisle-9-12,127,61.6,22,3,5,1772553769664
pick-a,128,52.7,4,5,0,1772553769664
pick-b,35,81.6,40,2,5,1772553769664
pack,130,51.6,20,5,0,1772553769664
stage-out,128,44.7,3,3,0,1772553769664
dock-c,117,47.9,19,8,0,1772553769664
dock-d,130,75.4,25,5,0,1772553769664
dock-a,126,77.6,4,3,0,1772553771664
dock-b,125,63.3,20,6,0,1772553771664
stage-in,130,30,5,3,0,1772553771664
aisle-1-4,125,70.2,13,8,0,1772553771664
aisle-5-8,126,40.0,25,3,5,1772553771664
aisle-9-12,126,63.3,20,3,5,1772553771664
pick-a,127,54.6,5,5,0,1772553771664
pick-b,34,82.8,40,2,5,1772553771664
pack,128,50.6,21,5,0,1772553771664
stage-out,130,44.6,3,3,0,1772553771664
dock-c,115,47.7,18,8,0,1772553771664
dock-d,130,74.7,28,5,0,1772553771664
dock-a,127,78,7,3,0,1772553773664
dock-b,121,65.1,22,6,0,1772553773664
stage-in,128,30.1,3,3,0,1772553773664
aisle-1-4,121,69.4,12,8,0,1772553773664
aisle-5-8,125,40.6,24,3,5,1772553773664
aisle-9-12,124,62.4,19,3,5,1772553773664
pick-a,128,53.3,2,5,0,1772553773664
pick-b,32,84.2,44,2,5,1772553773664
pack,124,52.4,19,5,0,1772553773664
stage-out,129,43.0,6,3,0,1772553773664
dock-c,119,47.2,16,8,0,1772553773664
dock-d,130,74.9,26,5,0,1772553773664
dock-a,129,78,6,3,0,1772553775664
dock-b,126,64.3,21,6,0,1772553775664
stage-in,130,31.7,5,3,0,1772553775664
aisle-1-4,120,69.6,15,8,0,1772553775664
aisle-5-8,126,42.1,21,3,5,1772553775664
aisle-9-12,124,62.8,19,3,5,1772553775664
pick-a,130,52.6,5,5,0,1772553775664
pick-b,33,85.4,44,2,5,1772553775664
pack,122,53.5,22,5,0,1772553775664
stage-out,129,42.2,9,3,0,1772553775664
dock-c,116,45.6,19,8,0,1772553775664
dock-d,130,73.6,29,5,0,1772553775664
dock-a,125,77.3,5,3,0,1772553777664
dock-b,130,64.4,19,6,0,1772553777664
stage-in,130,30.3,2,3,0,1772553777664
aisle-1-4,123,70.8,16,8,0,1772553777664
aisle-5-8,129,42.3,20,3,5,1772553777664
aisle-9-12,121,63.8,22,3,5,1772553777664
pick-a,126,52.1,6,5,0,1772553777664
pick-b,30,86.8,47,2,5,1772553777664
pack,118,55.5,22,5,0,1772553777664
stage-out,129,42.3,12,3,0,1772553777664
dock-c,114,45.9,19,8,0,1772553777664
dock-d,130,74.7,28,5,0,1772553777664
dock-a,125,75.8,7,3,0,1772553779664
dock-b,130,63.3,20,6,0,1772553779664
stage-in,128,30,4,3,0,1772553779664
aisle-1-4,121,72.5,18,8,0,1772553779664
aisle-5-8,125,43.1,17,3,5,1772553779664
aisle-9-12,124,62.4,25,3,5,1772553779664
pick-a,127,52.7,9,5,0,1772553779664
pick-b,27,87.8,51,2,5,1772553779664
pack,117,55.8,21,5,0,1772553779664
stage-out,127,41.7,12,3,0,1772553779664
dock-c,112,46.9,19,8,0,1772553779664
dock-d,130,73.1,30,5,0,1772553779664
dock-a,122,76.5,10,3,0,1772553781664
dock-b,128,65.1,18,6,0,1772553781664
stage-in,130,30,1,3,0,1772553781664
aisle-1-4,118,72.1,16,8,0,1772553781664
aisle-5-8,128,42.1,19,3,5,1772553781664
aisle-9-12,129,62.4,28,3,5,1772553781664
pick-a,125,54.1,11,5,0,1772553781664
pick-b,24,88.4,51,2,5,1772553781664
pack,118,54.9,20,5,0,1772553781664
stage-out,125,40.6,13,3,0,1772553781664
dock-c,117,45.9,21,8,0,1772553781664
dock-d,130,75.1,30,5,0,1772553781664
dock-a,123,76.7,13,3,0,1772553783664
dock-b,127,65.0,15,6,0,1772553783664
stage-in,128,30.6,3,3,0,1772553783664
aisle-1-4,122,74.1,13,8,0,1772553783664
aisle-5-8,130,42.7,21,3,5,1772553783664
aisle-9-12,125,62.8,26,3,5,1772553783664
pick-a,123,53.9,8,5,0,1772553783664
pick-b,24,89.7,53,2,5,1772553783664
pack,119,53.5,23,5,0,1772553783664
stage-out,124,38.9,12,3,0,1772553783664
dock-c,114,46.6,19,8,0,1772553783664
dock-d,130,74.7,30,5,0,1772553783664
dock-a,122,76.6,10,3,0,1772553785664
dock-b,130,66.3,16,6,0,1772553785664
stage-in,130,30,0,3,0,1772553785664
aisle-1-4,120,73.1,12,8,0,1772553785664
aisle-5-8,130,43.8,22,3,5,1772553785664
aisle-9-12,122,63.2,23,3,5,1772553785664
pick-a,120,52.3,6,5,0,1772553785664
pick-b,20,91.1,55,2,5,1772553785664
pack,117,53.2,22,5,0,1772553785664
stage-out,121,40.4,15,3,0,1772553785664
dock-c,111,46.5,17,8,0,1772553785664
dock-d,129,75.9,30,5,0,1772553785664
dock-a,124,76.2,8,3,0,1772553787664
dock-b,130,64.3,13,6,0,1772553787664
stage-in,127,30,0,3,0,1772553787664
aisle-1-4,123,71.6,12,8,0,1772553787664
aisle-5-8,127,44.0,20,3,5,1772553787664
aisle-9-12,124,64.4,26,3,5,1772553787664
pick-a,117,51.2,5,5,0,1772553787664
pick-b,22,92.5,55,2,5,1772553787664
pack,122,51.4,24,5,0,1772553787664
stage-out,119,41.4,17,3,0,1772553787664
dock-c,114,47.6,14,8,0,1772553787664
dock-d,130,77.3,27,5,0,1772553787664
dock-a,128,75.4,5,3,0,1772553789664
dock-b,130,66.0,13,6,0,1772553789664
stage-in,124,30,3,3,0,1772553789664
aisle-1-4,128,72.4,9,8,0,1772553789664
aisle-5-8,128,45.6,22,3,5,1772553789664
aisle-9-12,123,63.1,28,3,5,1772553789664
pick-a,114,49.3,5,5,0,1772553789664
pick-b,20,94.2,57,2,5,1772553789664
pack,123,51.5,27,5,0,1772553789664
stage-out,116,43.0,14,3,0,1772553789664
dock-c,116,46.2,11,8,0,1772553789664
dock-d,128,77.4,28,5,0,1772553789664
dock-a,130,76.1,5,3,0,1772553791664
dock-b,130,65.2,12,6,0,1772553791664
stage-in,129,31.9,1,3,0,1772553791664
aisle-1-4,130,71.8,11,8,0,1772553791664
aisle-5-8,124,45.7,25,3,5,1772553791664
aisle-9-12,127,64.4,29,3,5,1772553791664
pick-a,110,48.2,2,5,0,1772553791664
pick-b,21,94.7,60,2,5,1772553791664
pack,119,51.8,24,5,0,1772553791664
stage-out,118,42.5,14,3,0,1772553791664
dock-c,118,45.5,13,8,0,1772553791664
dock-d,124,78,27,5,0,1772553791664
dock-a,130,77.6,4,3,0,1772553793664
dock-b,130,67.1,11,6,0,1772553793664
stage-in,128,32.0,4,3,0,1772553793664
aisle-1-4,127,72.5,12,8,0,1772553793664
aisle-5-8,120,44.8,26,3,5,1772553793664
aisle-9-12,130,63.9,28,3,5,1772553793664
pick-a,114,47.6,0,5,0,1772553793664
pick-b,23,96.7,60,2,5,1772553793664
pack,122,53.0,24,5,0,1772553793664
stage-out,119,43.9,17,3,0,1772553793664
dock-c,119,45.6,10,8,0,1772553793664
dock-d,124,76.9,25,5,0,1772553793664
dock-a,129,78,6,3,0,1772553795664
dock-b,130,66.5,14,6,0,1772553795664
stage-in,130,32.2,7,3,0,1772553795664
aisle-1-4,125,72.4,15,8,0,1772553795664
aisle-5-8,122,45.5,28,3,5,1772553795664
aisle-9-12,130,62.6,25,3,5,1772553795664
pick-a,116,48.8,0,5,0,1772553795664
pick-b,23,98,60,2,5,1772553795664
pack,125,54.4,21,5,0,1772553795664
stage-out,120,43.9,18,3,0,1772553795664
dock-c,124,44.1,10,8,0,1772553795664
dock-d,123,78,22,5,0,1772553795664
dock-a,127,78,5,3,0,1772553797664
dock-b,126,68.1,12,6,0,1772553797664
stage-in,127,32.3,8,3,0,1772553797664
aisle-1-4,126,73.1,16,8,0,1772553797664
aisle-5-8,118,45.1,30,3,5,1772553797664
aisle-9-12,130,63.0,28,3,5,1772553797664
pick-a,121,48.5,0,5,0,1772553797664
pick-b,25,98,60,2,5,1772553797664
pack,128,54.8,22,5,0,1772553797664
stage-out,124,45.8,20,3,0,1772553797664
dock-c,122,42.9,9,8,0,1772553797664
dock-d,120,78,24,5,0,1772553797664
dock-a,123,78,4,3,0,1772553799664
dock-b,130,67.7,9,6,0,1772553799664
stage-in,128,33.8,5,3,0,1772553799664
aisle-1-4,127,75.0,17,8,0,1772553799664
aisle-5-8,115,44.3,30,3,5,1772553799664
aisle-9-12,130,63.6,25,3,5,1772553799664
pick-a,119,47.2,0,5,0,1772553799664
pick-b,25,98,60,2,5,1772553799664
pack,130,52.9,23,5,0,1772553799664
stage-out,121,47.8,19,3,0,1772553799664
dock-c,126,43.6,8,8,0,1772553799664
dock-d,125,76.2,22,5,0,1772553799664
dock-a,127,78,1,3,0,1772553801664
dock-b,126,66.7,11,6,0,1772553801664
stage-in,125,35.6,8,3,0,1772553801664
aisle-1-4,123,75.4,18,8,0,1772553801664
aisle-5-8,113,44.6,30,3,5,1772553801664
aisle-9-12,130,65.3,24,3,5,1772553801664
pick-a,123,46.4,3,5,0,1772553801664
pick-b,20,98,60,2,5,1772553801664
pack,130,51.7,21,5,0,1772553801664
stage-out,124,46.6,22,3,0,1772553801664
dock-c,124,43.2,9,8,0,1772553801664
dock-d,121,76.3,23,5,0,1772553801664
dock-a,130,78,4,3,0,1772553803664
dock-b,125,66.9,10,6,0,1772553803664
stage-in,127,36.7,10,3,0,1772553803664
aisle-1-4,124,75.0,17,8,0,1772553803664
aisle-5-8,113,45.3,30,3,5,1772553803664
aisle-9-12,128,63.5,26,3,5,1772553803664
pick-a,125,45.3,6,5,0,1772553803664
pick-b,21,98,60,2,5,1772553803664
pack,130,49.9,18,5,0,1772553803664
stage-out,124,46.8,23,3,0,1772553803664
dock-c,121,42.8,12,8,0,1772553803664
dock-d,122,76.5,25,5,0,1772553803664
dock-a,130,76.3,4,3,0,1772553805664
dock-b,126,68.8,12,6,0,1772553805664
stage-in,124,35.0,13,3,0,1772553805664
aisle-1-4,123,75.5,18,8,0,1772553805664
aisle-5-8,112,43.7,30,3,5,1772553805664
aisle-9-12,127,65.3,24,3,5,1772553805664
pick-a,121,46.8,8,5,0,1772553805664
pick-b,22,98,60,2,5,1772553805664
pack,130,49.8,18,5,0,1772553805664
stage-out,120,46.0,21,3,0,1772553805664
dock-c,122,43.6,14,8,0,1772553805664
dock-d,119,76.8,24,5,0,1772553805664
dock-a,128,76.6,2,3,0,1772553807664
dock-b,122,68.4,13,6,0,1772553807664
stage-in,125,34.7,12,3,0,1772553807664
aisle-1-4,124,75.9,17,8,0,1772553807664
aisle-5-8,109,43.0,27,3,5,1772553807664
aisle-9-12,130,65.2,24,3,5,1772553807664
pick-a,122,45.2,7,5,0,1772553807664
pick-b,22,98,60,2,5,1772553807664
pack,130,49.2,16,5,0,1772553807664
stage-out,116,44.7,23,3,0,1772553807664
dock-c,119,42.6,15,8,0,1772553807664
dock-d,117,75.0,23,5,0,1772553807664
dock-a,130,75.5,3,3,0,1772553809664
dock-b,121,67.2,10,6,0,1772553809664
stage-in,123,34.9,12,3,0,1772553809664
aisle-1-4,123,75.2,19,8,0,1772553809664
aisle-5-8,114,42.0,24,3,5,1772553809664
aisle-9-12,130,64.2,24,3,5,1772553809664
pick-a,119,45.1,6,5,0,1772553809664
pick-b,22,98,60,2,5,1772553809664
pack,130,48.7,14,5,0,1772553809664
stage-out,120,44.0,22,3,0,1772553809664
dock-c,118,41.5,18,8,0,1772553809664
dock-d,114,74.6,23,5,0,1772553809664
dock-a,130,75.8,0,3,0,1772553811664
dock-b,117,66.5,12,6,0,1772553811664
stage-in,125,36.4,15,3,0,1772553811664
aisle-1-4,126,74.3,17,8,0,1772553811664
aisle-5-8,113,42.3,25,3,5,1772553811664
aisle-9-12,130,65.7,26,3,5,1772553811664
pick-a,115,45.5,6,5,0,1772553811664
pick-b,22,98,60,2,5,1772553811664
pack,129,47.1,16,5,0,1772553811664
stage-out,125,45.8,23,3,0,1772553811664
dock-c,123,41.7,21,8,0,1772553811664
dock-d,118,75.8,20,5,0,1772553811664
dock-a,130,75.5,1,3,0,1772553813664
dock-b,114,65.8,10,6,0,1772553813664
stage-in,124,37.5,15,3,0,1772553813664
aisle-1-4,130,74.3,19,8,0,1772553813664
aisle-5-8,112,40.5,27,3,5,1772553813664
aisle-9-12,127,67.6,28,3,5,1772553813664
pick-a,117,46.5,6,5,0,1772553813664
pick-b,21,98,60,2,5,1772553813664
pack,130,48.3,18,5,0,1772553813664
stage-out,124,45.1,25,3,0,1772553813664
dock-c,126,42.4,19,8,0,1772553813664
dock-d,115,77.6,21,5,0,1772553813664
dock-a,130,76.6,0,3,0,1772553815664
dock-b,111,65.8,13,6,0,1772553815664
stage-in,121,38.3,12,3,0,1772553815664
aisle-1-4,130,74.5,18,8,0,1772553815664
aisle-5-8,113,41.7,26,3,5,1772553815664
aisle-9-12,124,67.7,30,3,5,1772553815664
pick-a,120,46.7,6,5,0,1772553815664
pick-b,19,98,60,2,5,1772553815664
pack,130,49.3,18,5,0,1772553815664
stage-out,122,46.2,27,3,0,1772553815664
dock-c,128,42.2,18,8,0,1772553815664
dock-d,111,76.5,20,5,0,1772553815664
dock-a,130,76.8,0,3,0,1772553817664
dock-b,110,64.6,12,6,0,1772553817664
stage-in,124,37.7,12,3,0,1772553817664
aisle-1-4,130,75.9,21,8,1,1772553817664
aisle-5-8,115,42.1,23,3,5,1772553817664
aisle-9-12,122,68.9,28,3,5,1772553817664
pick-a,121,47.4,7,4,0,1772553817664
pick-b,17,98,60,2,5,1772553817664
pack,130,47.4,17,4,0,1772553817664
stage-out,126,46.1,28,3,0,1772553817664
dock-c,130,41.5,21,8,0,1772553817664
dock-d,115,78,22,5,0,1772553817664
dock-a,130,78,0,3,0,1772553819664
dock-b,107,63.6,13,6,0,1772553819664
stage-in,121,39.2,13,3,0,1772553819664
aisle-1-4,130,76.1,23,8,1,1772553819664
aisle-5-8,111,40.5,25,3,5,1772553819664
aisle-9-12,127,69.2,27,3,5,1772553819664
pick-a,118,45.4,4,4,0,1772553819664
pick-b,15,98,60,2,5,1772553819664
pack,128,46.9,15,4,0,1772553819664
stage-out,128,45.2,27,3,0,1772553819664
dock-c,127,41.4,20,8,0,1772553819664
dock-d,119,78,19,5,0,1772553819664
dock-a,130,76.4,0,3,0,1772553821664
dock-b,108,63.9,11,6,0,1772553821664
stage-in,118,38.3,13,3,0,1772553821664
aisle-1-4,128,77.4,24,8,1,1772553821664
aisle-5-8,114,41.8,27,3,5,1772553821664
aisle-9-12,130,67.6,30,3,5,1772553821664
pick-a,121,46.7,4,4,0,1772553821664
pick-b,16,98,60,2,5,1772553821664
pack,124,46.7,12,4,0,1772553821664
stage-out,127,47.1,29,3,0,1772553821664
dock-c,125,40.8,23,8,0,1772553821664
dock-d,123,78,18,5,0,1772553821664
dock-a,130,78.0,0,3,0,1772553823664
dock-b,112,62.6,10,6,0,1772553823664
stage-in,123,38.3,11,3,0,1772553823664
aisle-1-4,125,76.7,25,8,1,1772553823664
aisle-5-8,115,41.3,29,3,5,1772553823664
aisle-9-12,130,67.7,30,3,5,1772553823664
pick-a,117,45.9,5,4,0,1772553823664
pick-b,18,98,60,2,5,1772553823664
pack,120,47.1,11,4,0,1772553823664
stage-out,125,47.9,29,3,0,1772553823664
dock-c,130,42.4,20,8,0,1772553823664
dock-d,126,77.9,18,5,0,1772553823664
dock-a,130,78,0,3,0,1772553825664
dock-b,115,60.9,10,6,0,1772553825664
stage-in,124,38.7,14,3,0,1772553825664
aisle-1-4,124,74.9,27,8,1,1772553825664
aisle-5-8,111,40.9,30,3,5,1772553825664
aisle-9-12,130,67.7,30,3,5,1772553825664
pick-a,122,47.2,4,4,0,1772553825664
pick-b,17,98,60,2,5,1772553825664
pack,123,48.2,8,4,0,1772553825664
stage-out,124,46.1,29,3,0,1772553825664
dock-c,130,42.4,23,8,0,1772553825664
dock-d,125,78,15,5,0,1772553825664
dock-a,127,77.3,3,3,0,1772553827664
dock-b,115,59.7,12,6,0,1772553827664
stage-in,120,37.1,11,3,0,1772553827664
aisle-1-4,123,74.0,28,8,1,1772553827664
aisle-5-8,114,42.4,28,3,5,1772553827664
aisle-9-12,128,69.5,29,3,5,1772553827664
pick-a,127,48.9,7,4,0,1772553827664
pick-b,15,98,60,2,5,1772553827664
pack,120,47.3,9,4,0,1772553827664
stage-out,128,47.6,26,3,0,1772553827664
dock-c,127,40.5,25,8,0,1772553827664
dock-d,129,78,15,5,0,1772553827664
dock-a,127,76.4,4,3,0,1772553829664
dock-b,111,58.2,10,6,0,1772553829664
stage-in,123,36.8,11,3,0,1772553829664
aisle-1-4,127,73.6,29,8,1,1772553829664
aisle-5-8,112,43.4,25,3,5,1772553829664
aisle-9-12,130,70.1,30,3,5,1772553829664
pick-a,127,47.4,9,4,0,1772553829664
pick-b,15,98,60,2,5,1772553829664
pack,125,48.9,12,4,0,1772553829664
stage-out,130,48.0,29,3,0,1772553829664
dock-c,130,38.8,23,8,0,1772553829664
dock-d,125,78,14,5,0,1772553829664
dock-a,123,76.0,7,3,0,1772553831664
dock-b,115,59.0,10,6,0,1772553831664
stage-in,128,37.6,12,3,0,1772553831664
aisle-1-4,127,73.3,30,8,1,1772553831664
aisle-5-8,113,41.8,25,3,5,1772553831664
aisle-9-12,130,71.3,30,3,5,1772553831664
pick-a,124,46.4,12,4,0,1772553831664
pick-b,15,98,60,2,5,1772553831664
pack,125,47.0,15,4,0,1772553831664
stage-out,130,49.4,26,3,0,1772553831664
dock-c,130,40.8,21,8,0,1772553831664
dock-d,126,78,15,5,0,1772553831664
dock-a,126,77.4,8,3,0,1772553833664
dock-b,117,60.9,10,6,0,1772553833664
stage-in,125,36.2,9,3,0,1772553833664
aisle-1-4,129,73.8,30,8,1,1772553833664
aisle-5-8,117,43.1,24,3,5,1772553833664
aisle-9-12,130,71.1,30,3,5,1772553833664
pick-a,127,48.0,10,4,0,1772553833664
pick-b,15,98,60,2,5,1772553833664
